id,norma,norma_completa,categoria,concepte,article,naturalesa,quantia,descompte,punts,proposta_retirada,pagina,font,estat,verificacio
sct-12-0-7,RGC,Reglament general de circulació,UTILITZACIÓ DELS CARRILS,"Circular amb el vehicle ressenyat per un carril habilitat per a VAO sense que el vehicle estigui ocupat pel nombre de persones fixat pel tram de la xarxa viària pel qual circula (indicar el nombre de persones transportades i el nombre d’ocupants fixat per aquell tram) Si el vehicle ostenta el senyal V-15 (minusvàlid), pot circular pel carril per a VAO encara que només l’ocupi el conductor",35.2,G,200,100,0,,12,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-12-0-8,RGC,Reglament general de circulació,UTILITZACIÓ DELS CARRILS,"Circular per un carril habilitat per a VAO quan es té prohibit fer-ho La utilització del carril habilitat per a VAO queda limitada a motocicletes, turismes i vehicles mixtes adaptables. Està prohibida, per tant, per a la resta de vehicles i conjunts de vehicles, inclosos els turismes amb remolc, així com vianants, cicles, ciclomotors, vehicles de tracció animal i animals. Això no obstant, els autobusos amb MMA superior a 3.500 kg i autobusos articulats, amb independència del nombre d’ocupants, poden circular pels carrils per a VAO en les mateixes condicions de circulació establertes pels VAO, de forma simultània, si així s’indica en la relació de trams de carrils per a VAO. D’altra banda, els vehicles de policia, extinció d’incendis, protecció civil i salvament i assistència sanitària en servei d’urgència, així com els equips de manteniment de les instal·lacions i de la infraestructura de la via poden utilitzar els carrils reservats",35.2.a),G,200,100,0,,12,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-12-0-9,RGC,Reglament general de circulació,UTILITZACIÓ DELS CARRILS,Circular per un carril habilitat per a VAO en sentit contrari a l’establert,35.2.d),MG,500,250,6,,12,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-12-0-11,RGC,Reglament general de circulació,UTILITZACIÓ DELS CARRILS,"No circular pel voral transitable de la seva dreta o circular ocupant més calçada de la que és imprescindible quan el voral és intransitable el conductor d'un vehicle de tracció animal, un vehicle especial amb MMA no superior a 3.500 kg, cicle, ciclomotor, vehicle per a persones de mobilitat reduïda o vehicle en seguiment de ciclistes. En descensos perllongats amb corbes, quan raons de seguretat ho permetin, els conductors de bicicletes poden abandonar el voral i circular per la part dreta de la calçada que necessitin",36.1,G,200,100,0,,12,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-12-0-12,RGC,Reglament general de circulació,UTILITZACIÓ DELS CARRILS,"No circular pel voral transitable de la seva dreta o circular ocupant més calçada de la que és imprescindible quan el voral és intransitable el conductor d’un vehicle amb MMA no superior a 3.500 kg, que per raons d’emergència circula a una velocitat anormalment reduïda pertorbant greument la circulació",36.1,G,200,100,0,,12,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-12-0-13,RGC,Reglament general de circulació,UTILITZACIÓ DELS CARRILS,"Circular pel voral en posició paral·lela a un altre vehicle, tenint tots dos vehicles prohibida aquesta forma de circular Els vehicles de tracció animal, els vehicles especials amb MMA no superior a 3.500 kg, els cicles, els ciclomotors, els vehicles per a persones de mobilitat reduïda, els vehicles en seguiment de ciclistes, i els vehicles amb MMA no superior a 3.500 kg que circulen pel voral per raons d’emergència, tenen prohibida la circulació en posició paral·lela. Això no obstant, les bicicletes poden circular en columna de dos al més a prop possible del costat dret de la via, però s’han de col·locar en filera en trams sense visibilitat i quan formin aglomeracions de trànsit. Excepcionalment, quan el voral sigui transitable i suficient, els ciclomotors poden circular en columna de dos, sense envair la calçada en cap cas",36.2,G,200,100,0,,12,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-12-0-14,RGC,Reglament general de circulació,UTILITZACIÓ DELS CARRILS,"Circular pel voral, el conductor d’una bicicleta, en posició paral·lela a una altra bicicleta en un tram sense visibilitat o quan formen aglomeracions de trànsit",36.2,G,200,100,0,,12,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-12-0-15,RGC,Reglament general de circulació,UTILITZACIÓ DELS CARRILS,"Circular, el conductor d’una bicicleta, envaint la calçada d’una autovia A les autovies les bicicletes només poden circular pel voral, sense envair la calçada en cap cas. Veure nota article 38.1",36.2,G,200,100,0,,12,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-12-0-16,RGC,Reglament general de circulació,UTILITZACIÓ DELS CARRILS,"Circular, el conductor d’un ciclomotor, en posició paral·lela a un altre ciclomotor, envaint la calçada de la via, quan el voral és transitable i suficient",36.2,G,200,100,0,,12,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-0,RGC,Reglament general de circulació,UTILITZACIÓ DELS CARRILS,"Efectuar un avançament, amb un vehicle que té prohibit circular en posició paral·lela, d’una durada superior a 15 segons o de més de 200 metres de recorregut en circulació paral·lela S’exceptuen d’aquesta prohibició les bicicletes",36.3,G,200,100,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-3,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,Circular per una via en sentit contrari a l'ordenat per l'Autoritat competent per raons de fluïdesa o seguretat del trànsit,37.1,MG,500,250,6,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-4,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,Circular per una via subjecta a restriccions de circulació per raons de seguretat o fluïdesa del trànsit sense la corresponent autorització,37.5,MG,500,250,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-6,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,"Circular per una autopista o una autovia amb un vehicle de tracció animal, bicicleta(*), ciclomotor o un vehicle per a persones de mobilitat reduïda. Això no obstant, els conductors de bicicletes majors de 14 anys poden circular pels vorals de les autovies, excepte que per raons justificades de seguretat viària es prohibeixi mitjançant la senyalització corresponent",38.1,G,200,100,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-7,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,"Circular, el conductor d’una bicicleta menor de 14 anys, per una autovia",38.1,G,200,100,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-8,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,"Circular, el conductor d’una bicicleta, per una autovia quan està prohibida la seva circulació mitjançant la corresponent senyalització",38.1,G,200,100,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-9,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,No abandonar l'autopista o l’autovia quan per raons d'emergència s'hi circula a una velocitat anormalment reduïda,38.2,L,80,40,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-10,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,"Circular per autopista o per autovia, un vehicle especial o un vehicle en règim de transport especial que excedeix les masses o les dimensions reglamentàriament establertes, sense autorització",38.3,MG,500,250,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-11,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,"Circular per autopista o per autovia, un vehicle especial o un vehicle en règim de transport especial que no excedeix les masses o les dimensions establertes i que no pot arribar en terreny pla a una velocitat superior als 60 km/h",38.3,G,200,100,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-12,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,Circular per una autopista amb un vehicle de mobilitat personal,38.4,G,200,100,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-13,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,Circular per una autovia amb un vehicle de mobilitat personal,38.4,G,200,100,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-14,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,Circular per una via interurbana / travessera amb un vehicle de mobilitat personal,38.4,G,200,100,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-16,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,Incomplir les restriccions temporals a la circulació imposades pels Agents encarregats de la vigilància del trànsit (indicar incompliment),39.4,G,200,100,4,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-17,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,Circular sense haver obtingut la corresponent autorització especial que l’empara per a poder circular dintre d’itineraris i terminis subjectes a restricció establerts per RESOLUCIÓ DE L’AUTORITAT COMPETENT.,39.5,MG,500,250,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-18,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,Incomplir les condicions de l’autorització especial que l’empara per a poder circular dintre d’itineraris i terminis subjectes a restricció (indicar incompliment),39.5,MG,500,250,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-20,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,Circular per un carril reversible en sentit contrari a l'estipulat,40.2,MG,500,250,6,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-22,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,"Circular per un carril habilitat en sentit contrari al que és habitual quan es té prohibit fer-ho La utilització dels carrils habilitats per a la circulació en sentit contrari a l’habitual queda limitada a les motocicletes i turismes, i està prohibida, per tant, a la resta de vehicles, inclosos els turismes amb remolc",41.1,G,200,100,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-23,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,Circular per un carril habilitat en sentit contrari a l’habitual a una velocitat superior als 80 km/h,41.1,G/MG,Veure barem,—,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-24,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,Circular per un carril habilitat en sentit contrari a l’habitual a una velocitat inferior a la velocitat mínima establerta La velocitat mínima de circulació per un carril habilitat en sentit contrari a l’habitual és de 60 km/h però pot ser inferior si així s’ha específicament establert o senyalitzat,41.1,G,200,100,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-25,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,"Desplaçar-se lateralment des d’un carril habilitat per a la circulació en sentit contrari a l’habitual, envaint el carril contigu destinat al sentit normal de la circulació",41.1,MG,500,250,6,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-26,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,"Desplaçar-se lateralment des d’un carril destinat al sentit normal de la circulació, envaint el carril contigu habilitat per a la circulació en sentit contrari a l’habitual",41.1,MG,500,250,6,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-27,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,Circular per un carril destinat al sentit normal de la circulació contigu a un carril habilitat per a la circulació en sentit contrari a l’habitual amb els llums de curt abast o d’encreuament apagats,41.1,G,200,100,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-13-0-28,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,"Circular per un carril destinat al sentit normal de la circulació contigu a un carril habilitat per a la circulació en sentit contrari a l’habitual a una velocitat superior a la reglamentàriament establerta Si només existeix un sol carril destinat al sentit normal de la circulació, la velocitat màxima permesa és de 80 km/h, si es disposa de més d’un carril, les velocitats màximes permeses són les fixades pels articles 48.1, 49 i 50",41.1,G/MG,Veure,—,0,,13,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-14-0-1,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,Circular per un carril destinat al sentit normal de la circulació contigu a un carril habilitat per a la circulació en sentit contrari a l’habitual a una velocitat inferior a la velocitat mínima establerta La velocitat mínima de circulació per un carril destinat al sentit normal de la circulació contigu a un carril habilitat en sentit contrari a l’habitual és de 60 km/h però pot ser inferior si així s’ha específicament establert o senyalitzat,41.1,G,200,100,0,,14,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-14-0-3,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,Circular per un carril addicional a una velocitat superior als 80 km/h,42.1,G/MG,Veure barem,—,0,,14,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-14-0-4,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,Circular per un carril addicional a una velocitat inferior a la velocitat mínima establerta La velocitat mínima de circulació per un carril addicional és de 60 km/h però pot ser inferior si així s’ha específicament establert o senyalitzat,42.1,G,200,100,0,,14,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-14-0-5,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,"Desplaçar-se lateralment des d’un carril addicional, envaint el carril contigu destinat a la circulació en sentit contrari",42.1,MG,500,250,6,,14,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-14-0-6,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,"Desplaçar-se lateralment des d’un carril destinat al sentit normal de circulació, envaint el carril addicional destinat a la circulació en sentit contrari",42.1,MG,500,250,6,,14,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-14-0-8,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,"Circular en sentit contrari al que està estipulat en una via de doble sentit de circulació, on hi ha un refugi, una illa o un dispositiu de guia",43.1,MG,500,250,6,,14,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-14-0-9,RGC,Reglament general de circulació,SUPÒSITS ESPECIALS DEL SENTIT DE CIRCULACIÓ,"Circular en sentit contrari al que està estipulat per una plaça, una glorieta o en una confluència de vies",43.2,MG,500,250,6,,14,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-14-0-11,RGC,Reglament general de circulació,UTILITZACIÓ DE LES CALÇADES,Circular per la calçada en sentit contrari al que està estipulat en una via dividida en dues calçades,44.1,MG,500,250,6,,14,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-14-0-12,RGC,Reglament general de circulació,UTILITZACIÓ DE LES CALÇADES,Circular per la calçada central o lateral en sentit contrari al que està estipulat en una via dividida en tres calçades,44.2,MG,500,250,6,,14,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-14-0-15,RGC,Reglament general de circulació,VELOCITAT,"Circular amb un vehicle sense moderar la velocitat i, en el seu cas, detenir-se, quan les circumstàncies ho exigeixen (indicar circumstàncies) • quan hi ha vianants a la part de la via que el vehicle utilitza o quan es pot preveure que hi irrompran • quan hi ha nens, gent gran, invidents o altres persones amb disminució a la part de la via que el vehicle utilitza o quan es pot preveure que hi irrompran • en acostar-se a cicles circulant, en les interseccions o proximitats de vies d’ús exclusiu de cicles • en acostar-se a pas de vianants no regulats per semàfor o agents de circulació • en acostar-se a mercats, centres docents o llocs on sigui previsible la presència de nens • quan hi ha animals a la part de la via que el vehicle utilitza o quan es pot preveure que hi irrompran • en un tram amb edificis d’accés immediat a la part de la via que el vehicle utilitza • en acostar-se a un autobús en situació de parada i en especial si es tracta d’un autobús de transport escolar • fora de poblat, en acostar-se a vehicles immobilitzats a la calçada • fora de poblat, en acostar-se a cicles que circulen per la via o pel voral • quan hi ha paviment lliscant o quan es pot esquitxar aigua, gravilla o altres matèries als altres usuaris de la via • en acostar-se a un pas a nivell, a una glorieta o a una intersecció en què no es té prioritat, a un lloc de visibilitat reduïda o a un estretall de la via • quan les circumstàncies de la via, dels vehicles o les meteorològiques o ambientals no permeten realitzar l’encreuament amb un altre vehicle amb seguretat • en cas d’enlluernament • en cas de boira densa, pluja intensa, nevada o núvols de pols o fum",46.1,G,200,100,0,,14,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-14-0-16,RGC,Reglament general de circulació,VELOCITAT,Circular a …. km/h quan la velocitat està limitada a 50 km/h atesa la proximitat d’una intersecció senyalitzada on la visibilitat de la via és pràcticament nul·la (indicar velocitat mesurada i cinemòmetre utilitzat),46.1.h),G/MG,Veure barem,—,0,,14,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-0,RGC,Reglament general de circulació,VELOCITAT,Circular a una velocitat que supera la limitació genèrica per raó del tipus de vehicle i de la via (indicar la velocitat mesurada),48.1,G/MG,Veure barem,—,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-2,RGC,Reglament general de circulació,VELOCITAT,"Circular a una velocitat anormalment reduïda, sense causa justificada, entorpint la marxa d'un altre vehicle",49.1,G,200,100,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-3,RGC,Reglament general de circulació,VELOCITAT,Circular per una autopista o una autovia a una velocitat inferior als 60 km/h (indicar la velocitat mesurada),49.1,G,200,100,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-4,RGC,Reglament general de circulació,VELOCITAT,Circular a una velocitat inferior a la meitat genèrica de la via (indicar la limitació genèrica i la velocitat mesurada),49.1,G,200,100,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-6,RGC,Reglament general de circulació,VELOCITAT,"Circular a una velocitat superior als 50 km/h, segons la limitació imposada a les vies urbanes i les travesseres (indicar la velocitat mesurada)",50.1,G/MG,Veure barem,—,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-7,RGC,Reglament general de circulació,VELOCITAT,"Circular a una velocitat superior als 30 km/h, segons la limitació imposada a les vies urbanes i les travesseres (indicar la velocitat mesurada)",50.1,G/MG,Veure barem,—,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-8,RGC,Reglament general de circulació,VELOCITAT,"Circular a una velocitat superior als 20 km/h, segons la limitació imposada a les vies urbanes i les travesseres (indicar la velocitat mesurada)",50.1,G/MG,Veure barem,—,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-9,RGC,Reglament general de circulació,VELOCITAT,"Circular, un vehicle que transporta mercaderies perilloses, per una via urbana o una travessera a una velocitat superior als 40 km/h (indicar la velocitat mesurada)",50.1,G/MG,Veure barem,—,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-10,RGC,Reglament general de circulació,VELOCITAT,"Circular, un vehicle que transporta mercaderies perilloses, per una via urbana o una travessera a una velocitat superior als 30 km/h (indicar la velocitat mesurada)",50.1,G/MG,Veure barem,—,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-11,RGC,Reglament general de circulació,VELOCITAT,"Circular, un vehicle que transporta mercaderies perilloses, per una via urbana o una travessera a una velocitat superior als 20 km/h (indicar la velocitat mesurada)",50.1,G/MG,Veure barem,—,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-13,RGC,Reglament general de circulació,VELOCITAT,Circular a una velocitat superior a la fixada pel senyal corresponent (indicar la velocitat mesurada),52.1.a),G/MG,Veure barem,—,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-14,RGC,Reglament general de circulació,VELOCITAT,Circular a una velocitat superior a la que estableix el permís de conducció a causa de les circumstàncies personals del conductor (indicar la velocitat mesurada),52.1.b),G/MG,Veure barem,—,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-15,RGC,Reglament general de circulació,VELOCITAT,"Circular, un conductor novell, a una velocitat superior als 80 km/h (indicar la velocitat mesurada)",52.1.c),G/MG,Veure barem,—,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-16,RGC,Reglament general de circulació,VELOCITAT,"Circular, un vehicle o un conjunt de vehicles, a una velocitat superior a la fixada ateses les seves característiques especials o la naturalesa de la seva càrrega (indicar la velocitat mesurada)",52.1.d),G/MG,Veure barem,—,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-17,RGC,Reglament general de circulació,VELOCITAT,"Circular sense portar visible a la part de darrere del vehicle, el senyal reglamentari de limitació de velocitat fixada al conductor o, en el seu cas, al vehicle ressenyat",52.2,L,80,40,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-19,RGC,Reglament general de circulació,REDUCCIÓ DE VELOCITAT,Reduir considerablement la velocitat sense que hi hagi perill i sense avisar prèviament els vehicles que el segueixen,53.1,G,200,100,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-20,RGC,Reglament general de circulació,REDUCCIÓ DE VELOCITAT,Reduir bruscament la velocitat amb risc de col·lisió per als vehicles que el segueixen,53.1,G,200,100,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-22,RGC,Reglament general de circulació,DISTÀNCIES ENTRE VEHICLES,"Circular darrere d'un altre vehicle sense deixar un espai lliure que permeti parar-se sense col·lidir en cas de frenada brusca del vehicle que el precedeix S’exceptuen d’aquest supòsit els conductors de bicicletes, que poden circular en grup sense mantenir aquesta separació",54.1,G,200,100,4,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-23,RGC,Reglament general de circulació,DISTÀNCIES ENTRE VEHICLES,"Circular darrere d'un altre vehicle, sense indicar la intenció d'avançar-lo, amb una separació que no permet, a la vegada, ésser avançat amb seguretat S’exceptuen d’aquest supòsit els ciclistes que circulen en grup",54.2,G,200,100,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-15-0-24,RGC,Reglament general de circulació,DISTÀNCIES ENTRE VEHICLES,"Circular amb un vehicle de MMA superior a 3.500 kg de MMA o amb un vehicle o amb un conjunt de vehicles de més de 10 m de longitud total, darrere d'un altre vehicle, sense indicar la intenció d'avançar-lo, a una distància d'aquest inferior a 50 m Excepcions a aquest supòsit: - en poblat - on estigui prohibit l'avançament - on hi hagi més d'un carril destinat al mateix sentit de la circulació - o quan la circulació estigui tan saturada que impedeixi l'avançament",54.2,G,200,100,0,,15,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-16-0-1,RGC,Reglament general de circulació,COMPETICIONS,"Celebrar una prova esportiva, marxa ciclista o un altre esdeveniment sense haver obtingut l’autorització administrativa prèvia",55.1,MG,500,250,0,,16,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-16-0-2,RGC,Reglament general de circulació,COMPETICIONS,"Celebrar una prova esportiva, marxa ciclista o un altre esdeveniment incomplint les condicions fixades en l’autorització administrativa (indicar condició incomplerta)",55.1,MG,500,250,0,,16,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-16-0-3,RGC,Reglament general de circulació,COMPETICIONS,Participar en competicions i curses de vehicles no autoritzades.,55.2,MG,500,250,6,,16,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-16-0-6,RGC,Reglament general de circulació,NORMES DE PRIORITAT DE PAS,No cedir el pas en una intersecció senyalitzada de manera que s’obliga a un altre vehicle a maniobrar bruscament,56.1,G,200,100,4,,16,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-16-0-8,RGC,Reglament general de circulació,NORMES DE PRIORITAT DE PAS,"No cedir el pas a un vehicle que s’acosta per la dreta en una intersecció sense senyalitzar, de manera que se’l força a maniobrar bruscament",57.1,G,200,100,4,,16,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-16-0-9,RGC,Reglament general de circulació,NORMES DE PRIORITAT DE PAS,"Accedir a una via pavimentada provinent d’una via sense pavimentar sense cedir el pas a un vehicle que hi circula, de manera que se’l força a maniobrar bruscament",57.1.a),G,200,100,4,,16,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
sct-16-0-10,RGC,Reglament general de circulació,NORMES DE PRIORITAT DE PAS,"No cedir el pas a un vehicle que circula per rails, de manera que se’l força a maniobrar bruscament",57.1.b),G,200,100,4,,16,"Catàleg d’infraccions SCT, 20 de maig de 2026",assignació normativa revisada per pàgina i taula,estructural
